Id,Name,Type,Industry,AnnualRevenue,NumberOfEmployees,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Website,CreatedDate,LastModifiedDate,OwnerId,IsDeleted
5b84a3e9-1213-4660-be3e-b8e9abff95de,Roberson-White,Partner,Manufacturing,25520619,8272,176 Katherine Pass,Richardfort,Missouri,89207,Ethiopia,891-835-5528,http://www.castillo.info/,2025-07-09T18:50:58,2025-08-04T16:29:46,fb0ca621-089b-49fb-abd9-27921282e156,False
6cd7c868-6b90-41ba-9a6b-14f50051d2cd,Wallace and Sons,Customer,Retail,35075673,8521,683 Hawkins Crest,Larrytown,Missouri,00930,Palau,910.659.6062x133,https://turner-shaw.com/,2025-03-01T15:07:51,2025-11-16T03:22:28,f1c87123-b2c1-4920-b239-e02632f9a403,False
56e9cdde-f159-453d-a2cd-2e444c1a0d2b,Cortez and Sons,Partner,Retail,28583388,4893,109 Justin Islands Apt. 438,West Kristenville,Arkansas,80234,Canada,(736)429-0555x183,https://howard.org/,2022-08-28T20:15:45,2025-07-19T08:35:31,34877c40-2936-4cec-a83a-c53142450a1f,False
a07f920c-a3fe-4f24-8fcd-5ef616beae7a,Marks LLC,Prospect,Manufacturing,34950337,7292,00669 Sandra Parks,Port Robert,Florida,29306,Burkina Faso,617.244.9983x86617,https://www.hayes-brewer.com/,2023-05-04T02:43:19,2025-01-04T23:18:02,2a6cc396-5e68-4615-8fa2-f25e05d65193,False
8ed3d51d-a835-451b-9652-5dec59de1bfe,Buck Inc,Partner,Manufacturing,48746893,8672,63903 Crane Courts Suite 922,North Steven,Kentucky,38205,Guyana,001-555-646-1732x605,https://taylor.com/,2024-06-21T19:57:26,2025-02-26T18:07:29,6a53e7f7-fd6f-40d3-9276-c5c747393d1f,False
8a9f9191-6197-4e3c-bd21-a43d029c583c,Freeman-Dudley,Partner,Finance,14688661,8777,21527 Watkins Curve Suite 590,West Geraldmouth,Hawaii,82164,Costa Rica,(969)477-8513,http://white-ortiz.com/,2024-06-21T12:07:44,2025-03-08T20:26:21,be54c3b5-143a-4838-ae7a-fadb46ce8eda,False
73b88b64-39f9-4a08-8752-570b0fc87ac0,Morales PLC,Prospect,Finance,9317559,3873,8444 Brooks Run Apt. 771,North Davidville,Minnesota,88676,United States Minor Outlying Islands,(540)626-4431x2866,http://williams-riley.info/,2022-01-16T20:03:01,2024-11-27T13:30:48,d5db385a-ce6b-4501-b20f-ebb35b9b9ded,False
6f4a6888-e8cf-4d4e-b3de-fbcabfb643b5,"Moreno, Buchanan and King",Competitor,Retail,18422901,8208,7953 Bradley Forge,Crawfordberg,North Dakota,85954,Uruguay,(802)449-7663x340,http://www.bishop.biz/,2025-08-17T11:59:13,2025-11-29T10:02:19,a9f51584-f4c2-4248-8e18-47a050a82fe3,False
e53199ff-d386-43ec-88a2-aebabd55f7fa,"Miller, Vega and Martin",Prospect,Finance,41894318,2937,2583 Rebecca Corners Apt. 993,East Kristina,Wyoming,03873,Portugal,(204)906-0385x6087,http://www.lopez.com/,2022-03-04T00:14:21,2023-02-19T10:06:31,37d4d5f8-59e8-474a-b86f-6edd0b392291,False
e1acdb7a-20ef-4b39-8d4c-b3c86813318f,"Harris, Harrison and Rivers",Customer,Technology,8870177,1902,467 Devin Summit Suite 755,Jacksonstad,Alaska,97908,Cote d'Ivoire,589.860.6367x983,https://rivera.com/,2022-01-27T01:59:24,2023-07-04T19:03:23,78efeea8-8116-4ea5-91ee-1b6cdd5c34af,False
47ee8d12-89d5-44db-a9d1-5fa625b81ef7,Hurst-Velasquez,Customer,Retail,1916779,6502,53307 Richardson Views,South Georgeborough,Indiana,64859,Somalia,001-741-588-7876x617,http://rollins-bray.com/,2024-12-12T14:34:04,2025-11-29T05:28:54,dd68b0af-c38a-4b89-8c42-63d844c0a855,False
1c966594-a708-4dd9-a943-0fd94ab15ce5,Lambert-Moore,Customer,Healthcare,23707413,5296,924 Jessica Manors Apt. 006,Mariafort,Idaho,39577,Hong Kong,001-777-243-4219x8784,http://jones-williamson.info/,2022-03-22T12:54:07,2025-07-13T08:33:03,db4f7b44-56f8-4afa-9eca-b9ae3cca9f79,False
18814cc1-1298-418c-860c-11f601ed575f,"Vazquez, Taylor and Rosario",Competitor,Finance,2153408,1662,577 Perez Row Suite 811,East Devin,California,90299,Mali,001-839-281-0492x814,https://cochran.com/,2023-08-01T10:14:18,2023-12-26T04:50:46,5361e857-1ef8-4f8a-89cf-cc71a5df3b23,False
ec07931a-ed8b-4981-aaf7-ee724c137ec8,Phelps Ltd,Customer,Finance,46040094,5814,2482 Cody Spurs Apt. 228,Erikhaven,Pennsylvania,97951,Sierra Leone,(829)486-9937x0550,https://www.jefferson.biz/,2024-02-25T06:16:01,2024-06-30T17:08:52,8280c848-8038-479c-9795-fdebb7c0b586,False
04bba0c4-7a02-475a-bb3e-e458d92d05e3,Hughes Group,Customer,Retail,9562700,9632,95345 Gardner Mission Suite 241,Davidport,New Mexico,46656,New Zealand,+1-663-507-6689,http://jones.com/,2024-02-27T16:40:41,2024-06-14T13:08:06,dc729067-c465-4d66-8b46-b0c7e41aa23d,False
b895b4cf-08c7-47dc-b0cb-0a1c0442c787,Morris and Sons,Partner,Manufacturing,22753381,9809,97497 Johnson Terrace Suite 763,Adamburgh,South Carolina,79824,Israel,(652)363-0943x70361,https://www.sparks-trevino.biz/,2024-02-06T03:21:56,2024-05-03T09:44:37,bdc5f115-da37-4398-a66d-359e2f35eb7a,False
c7d64c53-48c1-4e16-818c-4762111d5500,Nelson-Wolf,Prospect,Retail,40107364,4843,44670 Pugh Corners,Lake Carriestad,North Dakota,20520,Myanmar,001-656-515-0890x68320,https://rodriguez-crawford.com/,2025-11-18T01:22:37,2025-12-02T14:30:28,694e1eca-685a-4bc3-846f-9e465ac967d3,False
28771992-2b7b-41d9-be57-e06e498bf323,Hansen Ltd,Customer,Manufacturing,29946236,2216,230 Nathan Pike Suite 345,North Seanland,Georgia,50272,Palau,414.837.9197x58239,http://long.org/,2023-12-27T10:30:28,2024-12-31T12:19:52,2327b526-5176-429b-bbfa-e0ce1198dacb,False
4735c27b-ee94-45fd-b9af-a32cecd3a9a8,White Ltd,Competitor,Manufacturing,27453919,7722,576 Fleming Common,Roberttown,North Carolina,70194,Italy,728-276-8904,http://www.harrell.info/,2023-12-01T15:47:28,2024-12-01T16:22:53,7035c73b-f5f0-4eb6-89f0-dffa6c04554a,False
e97ebabe-f6e4-4add-b59a-bdc5c71e2549,Ferguson-Spencer,Prospect,Manufacturing,33402412,3889,31612 Delgado Causeway,Lake Kimberly,Ohio,35897,Georgia,334.714.8987x75890,https://www.white-cole.com/,2025-09-21T13:36:45,2025-11-04T22:02:54,98e92b58-1eb4-4380-9b37-0ae9cb6dc5f1,False
971fc378-0137-4332-a60e-b6b8ff1266a2,Klein-Bradford,Customer,Manufacturing,45029840,6560,33102 Edwards Rue,Lake Susan,Hawaii,57408,Turkey,523.294.1493,https://thomas.biz/,2022-09-05T15:13:30,2024-05-13T00:12:01,1edb017d-55e4-4634-b8a7-20acd3685e20,False
571347c2-5e96-4064-ad32-4bf93efae8d2,Cain LLC,Partner,Retail,38839132,3873,9198 Sarah Extensions,Bryanburgh,Oregon,04590,Martinique,(499)384-5275,https://www.huff-santiago.org/,2022-05-10T03:49:06,2024-12-22T10:39:08,7b638a31-d5b9-4cc7-af9d-39f550721dc0,False
c7befa01-75c4-4d5d-8018-d5ddb65bec45,"Martinez, Moran and Willis",Customer,Healthcare,18956919,9077,9218 Michael Crest Suite 938,Burnsville,Maine,31211,Syrian Arab Republic,6317984926,http://ellison.com/,2024-10-07T01:16:39,2025-02-14T16:37:53,9f4fb297-07ec-45db-91de-cff5fce36310,False
42988218-41a4-4dfd-b807-644b7736f670,Hampton Group,Customer,Healthcare,19611139,3761,6472 Turner Neck Apt. 432,Robertport,Texas,69426,United Kingdom,001-540-456-6452,http://turner.com/,2022-08-29T01:39:04,2025-10-14T18:10:12,cdad4a31-12c6-4451-a377-e1b47e6ed5f1,False
ca55c7f3-118c-4b57-ad76-c98ce1a59140,Lee LLC,Prospect,Retail,35384757,9035,3953 Chelsea Stream Apt. 256,South Christine,Idaho,48892,Comoros,755-249-6959,https://robinson.com/,2023-01-15T00:21:48,2024-05-06T02:45:31,e0b9cf2e-3def-4ee6-9c35-29a4797fe169,False
89a55fd8-2323-44fe-95da-b5eecd39940a,Gray LLC,Partner,Finance,21362265,5261,41893 Craig Overpass,West Michael,Idaho,53590,Mexico,(277)403-1260x640,https://johnson.com/,2022-10-19T03:37:50,2024-01-30T10:35:06,25cb6dea-504b-4a03-9529-9223e74b0860,False
c32c8959-7e42-4390-ae65-0ade01bba0a4,Rosario-Barber,Customer,Healthcare,24183758,6382,5736 Mccullough Turnpike,New Aprilhaven,Colorado,41385,Ghana,(397)897-5650,http://pruitt.info/,2022-09-09T08:54:52,2023-09-04T05:06:21,15399fb8-73d3-49df-bf0b-71258cf811a4,False
7baaa0d5-7274-4944-b951-2a50bdc830b7,"Mahoney, Farrell and Moses",Competitor,Healthcare,45879601,9311,87623 Sullivan Radial,Vargasmouth,New Hampshire,23227,Vietnam,847.510.3806x532,http://wu-vargas.com/,2022-07-08T16:00:22,2023-07-14T19:21:41,c6291b66-6b9a-4a70-b42f-92405ab52cfe,False
176219ef-d765-4203-b5af-b96bf469897f,Wilson Ltd,Competitor,Technology,32122132,9688,289 Ethan Drive Suite 910,Port Ashley,Mississippi,22668,Equatorial Guinea,(469)432-5501x94639,https://www.jones-robinson.net/,2023-10-10T11:40:16,2024-09-27T12:01:33,ec1644e2-50a9-4db7-a6f1-f39a08837bf1,False
2256d6c4-f505-4d55-bf28-780e7ce2d521,Silva LLC,Prospect,Finance,36608461,7485,0631 Ronald Way,South Davidstad,Missouri,94026,Luxembourg,001-422-284-1844x8655,http://berry-burns.com/,2022-09-29T01:53:26,2023-01-03T05:31:49,4388bdc3-4193-4198-87a8-0511200c5058,False
d0c3262b-ad82-4a0b-bb34-8e8478d43b2b,Burns and Sons,Prospect,Retail,30106817,6486,3090 Tammy Heights,Johnborough,Wyoming,02083,Congo,838.409.9933x297,http://duran.biz/,2025-09-09T12:32:48,2025-11-03T08:21:36,4e9a5109-3a4f-46fe-a153-56d3e42d7474,False
b419c083-1c54-401c-ad18-74ebafe1697e,Cox and Sons,Competitor,Retail,29484029,5040,88253 Nichols Canyon Apt. 748,Port Sara,Pennsylvania,62386,Antigua and Barbuda,256.680.9211x8828,https://www.ford-diaz.com/,2024-08-12T08:20:23,2024-10-03T14:35:31,1c973b89-94c0-4b0c-b293-697df2817f3c,False
a79f7209-4655-4201-b4f8-91a2f7d50a1a,Morris-Costa,Prospect,Retail,12853973,1084,380 Hannah Gardens,Johnsonfurt,Michigan,97616,Spain,(556)943-0777x28747,https://carter.biz/,2023-07-21T00:07:18,2024-01-19T17:09:39,370a8242-71ef-4dc7-8fcb-4e7d432bb33c,False
a85fc43d-d9ab-4236-88de-30e7109ae090,Mitchell-Thompson,Prospect,Retail,48898911,8011,8801 Reyes Trace,East Erikaville,South Carolina,38868,Korea,465-275-5202,https://holland-bolton.org/,2024-08-03T22:02:23,2025-09-05T07:55:23,eedea0e0-eeea-4c80-a64a-529d44cfbfe8,False
e1866e19-d969-4cf7-8f46-df1bc719c594,Barker LLC,Prospect,Healthcare,2641318,7300,9954 Andrea Mills,East Meredithville,Kentucky,80775,Niue,277.292.3145x3570,https://anderson.com/,2025-09-25T23:07:29,2025-09-30T13:30:35,6b65e667-b4d6-4451-9836-09d3a80944a9,False
ec52e13d-cdfb-4a02-90ef-1125a1a85c70,Hill Ltd,Partner,Technology,10622365,1153,928 Eric Glens Suite 279,New Mario,Vermont,51805,American Samoa,751-606-3793,https://www.gonzalez-lee.com/,2025-06-08T06:07:28,2025-11-23T15:55:12,f82ec090-c097-4076-bd2f-619f590fb0bb,False
210db26a-2f1b-4307-a0c4-54b992deb827,Koch-Daniels,Competitor,Healthcare,11472863,1120,02820 Pruitt Place,Port Shelley,Rhode Island,06925,Montserrat,001-950-488-5632x8332,https://www.ochoa.info/,2025-04-11T04:27:56,2025-07-17T06:34:05,42adcf2f-e65d-40f0-853b-fd02bdca0102,False
713fda40-cb23-4383-8dbe-bae68a37e236,"Thompson, Clark and Jordan",Prospect,Manufacturing,46823386,356,055 Casey Stravenue Apt. 854,New Sherrystad,Massachusetts,07934,Brazil,001-659-247-0985x783,https://suarez.com/,2025-09-21T00:54:02,2025-10-04T14:15:35,82b44233-8366-4438-92f6-7d4a6d2fe273,False
32c26fb0-2488-4bc7-84ce-e4dd6501e318,Ayers Ltd,Prospect,Manufacturing,22937908,2790,2635 Smith Circle,Port Micheal,Wyoming,66318,Togo,674-820-7760x6257,https://www.williams.com/,2024-01-04T19:14:48,2025-09-19T06:06:49,6cbe7cf7-8565-4e30-8dea-e44ece763e6b,False
92ef5da5-9a94-4e9f-ba29-5f1b573cea04,Mason Ltd,Prospect,Manufacturing,15703926,3222,7845 Murphy Lane Suite 707,Darrenton,North Dakota,73326,Costa Rica,388.532.6726x34334,http://www.michael.com/,2022-02-22T04:27:55,2025-05-01T13:50:06,03a33d63-dd24-4011-900d-d88d8c15c976,False
eab74571-efaf-4186-a19f-5305d9d2c283,Vega Inc,Partner,Healthcare,5003400,3791,1747 Mary Plains Suite 897,North Jamie,Oklahoma,91452,India,(572)989-1258x4128,http://wright.biz/,2024-05-15T03:10:22,2025-12-10T22:10:19,2518505a-493b-4510-8401-01eb1c09a1fb,False
c5abcc24-bb06-4c6f-8f3a-5ba9c5c35b7e,Johnson PLC,Competitor,Technology,12452371,9245,536 Thomas Land Suite 309,Huntfurt,New Mexico,71240,San Marino,+1-704-361-3277x3036,http://davis.org/,2023-05-11T23:54:46,2024-10-17T15:09:45,c237610d-b655-4948-a5a1-3e139c1e5f2e,False
43f1043f-cb3d-4c40-a76d-bdf23ebb5848,Brown PLC,Prospect,Technology,590767,2104,472 Kimberly Terrace Suite 120,North Mandy,Louisiana,26069,Singapore,+1-288-629-0228x33611,http://salas-shepard.info/,2023-08-06T04:27:43,2025-04-26T06:28:40,2256c00e-7052-4f41-a4b5-d5bfa96aa813,False
ea769446-7380-4e70-99d9-4fc3d01b34a6,Thomas-Jones,Partner,Healthcare,47805088,7294,135 Jones Plains Suite 565,Lake Joshua,Delaware,46147,Rwanda,001-519-485-3782x94355,https://spencer.biz/,2023-09-08T15:25:25,2024-09-25T04:03:30,47df0cae-b481-42b6-97db-49d7d7045695,False
674a0fa1-c2bc-4dd0-93a3-083f275da5be,Clark Ltd,Competitor,Manufacturing,13972447,281,990 Wood Islands Suite 928,Erikashire,Wyoming,92620,Serbia,5657085674,http://www.fitzgerald.com/,2022-04-11T16:04:52,2023-11-18T13:52:03,f12963e7-ca7a-49dd-a632-b1774e4fdb17,False
906e6120-4ecd-423a-afc7-8b4903f4710e,"Bernard, Davenport and Anderson",Prospect,Manufacturing,48229562,3987,265 Michael Manor Apt. 348,New Kimburgh,Oregon,90716,Madagascar,+1-943-330-7445x99561,http://cruz.com/,2024-11-09T22:52:02,2024-12-05T00:25:01,5ba821b4-95c2-45e8-8a54-a668130f12e2,False
4e4cb866-e3a9-4d89-a474-877359488a9b,"Diaz, Decker and Smith",Partner,Finance,18743915,5227,75320 Alyssa Mountains,New Vickie,Georgia,95435,Netherlands,300-921-3185x9972,https://gordon-koch.biz/,2022-12-08T15:39:48,2025-09-23T07:34:34,1351b124-27fc-4683-9593-df529d3c7893,False
c4465c6b-2724-48ba-a4a2-c67a592c297d,"Diaz, Jackson and Porter",Partner,Finance,38814844,57,79794 Rich Point,Port Annette,Iowa,72046,Bolivia,(472)264-3296x610,https://boyer.com/,2025-01-01T06:05:02,2025-07-21T02:32:15,6ccf4886-ab40-4223-a116-594c6fd85c3b,False
99cb013f-f707-40cc-b0cf-40e48eb5ca2b,"Ferguson, Stuart and Barajas",Customer,Retail,29632510,8658,88953 Webb Drive Apt. 947,Tinaport,Delaware,68694,Bolivia,(521)579-1086x183,https://www.norris.com/,2025-04-26T04:24:16,2025-11-11T13:47:10,1e2b25a3-e39b-4aef-be05-115403f7de57,False
d70ed152-b94e-46d5-b50f-bd778b3b2d2c,"Bowman, Watts and Shea",Customer,Technology,12107455,2530,417 Denise Circle,West Andrewfurt,New Jersey,13085,Uruguay,522-754-8381x71967,http://baker.com/,2025-04-10T08:59:09,2025-12-05T02:37:05,aaacbe85-361e-4ee1-9b0a-c0374e457bce,False
5557a31d-9c82-483f-abda-6e819a33e2ac,Jennings Group,Partner,Manufacturing,45527247,5377,03365 Curtis Spur,Wilkinsonfort,Utah,04941,Saint Lucia,001-368-834-3553x324,http://wolfe.com/,2023-06-01T10:51:48,2024-05-17T04:46:58,67dbaf5e-fba3-4460-9731-5aa18c15702c,False
0120a383-b0a2-453a-a78c-e4e751d0154c,Powers Group,Customer,Manufacturing,16430329,4948,828 Crosby Lodge,Mullinstown,Tennessee,12026,American Samoa,7069122097,https://johnson.biz/,2022-09-25T13:45:19,2024-07-05T08:30:14,ac5026a7-1749-4208-83ba-772145138b14,False
7b7f39c1-d6b2-454f-a3cc-a805fcc6a35c,Zamora LLC,Partner,Technology,30475705,9135,285 Amanda Prairie,South Amystad,Delaware,11871,Bolivia,251-359-0785,http://www.jimenez-schmidt.com/,2022-12-22T16:53:25,2025-08-25T09:48:15,8316b826-06ac-4b56-95d4-948d8070f0bf,False
e19d613a-355c-40a0-884e-d1d116264422,Jimenez-Walton,Competitor,Healthcare,13309124,6803,94193 Sean Expressway,Jeffreyburgh,Utah,01101,Faroe Islands,001-835-424-0373x672,https://howard.net/,2022-06-21T23:40:28,2024-01-01T16:24:25,0c5868e9-a26f-4a02-b1f4-511ba9fad6ef,False
097021d7-0084-476e-b8e8-e2851694be02,"Burns, Allen and Taylor",Partner,Manufacturing,49084461,9559,5606 Robertson Spring Apt. 964,North David,Montana,04618,Switzerland,480.645.6859,http://www.brown.com/,2023-01-26T16:53:16,2025-07-03T13:11:52,f950aa57-626e-4473-839e-546401dd79d9,False
6264ab78-1e40-4dab-9a4d-168fe41f96bc,Foster Ltd,Competitor,Finance,32433813,7350,761 Powell Corners Suite 924,New Patriciaview,Massachusetts,32750,Tokelau,(959)801-0244,http://chambers.com/,2025-07-28T06:11:34,2025-10-19T04:18:06,a75def39-590d-452b-a78d-59b2022cd9c9,False
443749a3-0eb9-4b08-9c4c-52a3e43b8d4b,"Hill, Davis and Collins",Customer,Finance,41287525,8127,12305 Lawrence Road Suite 060,Ashleyside,South Carolina,58017,Andorra,748.484.1674,http://www.clark.info/,2023-11-01T13:48:35,2024-10-03T04:05:23,0167a8ec-5b19-4e99-b980-2c0e717af4bc,False
b68f4ca8-945c-41bb-bd1c-c380f00e0420,Coffey and Sons,Partner,Manufacturing,44585460,3738,472 Sandra Courts Suite 139,New Kevin,New Jersey,05760,Uzbekistan,001-826-641-2785x4169,http://www.ortega.biz/,2025-07-03T03:04:10,2025-11-13T15:40:24,67d39105-2bd7-4d7a-a084-23b465119b2b,False
02dd8176-6cfd-4307-8338-9365fc51894d,"Blankenship, Sanchez and Logan",Partner,Technology,38192682,8436,91507 Hernandez Squares Suite 420,Port Jonathanton,New Jersey,87903,United States Virgin Islands,834-259-7244,http://fuller.com/,2025-03-17T05:53:15,2025-04-16T09:21:58,60fdcdff-58bd-4cf9-ab17-5abc28b14e21,False
73c4688f-1d2c-46cd-953f-ace552359697,Johnson PLC,Partner,Technology,10972215,3828,269 Walter Harbor Suite 826,Shermanchester,Wisconsin,08135,Tunisia,865-466-7426,http://beck.com/,2022-06-02T19:49:35,2022-09-03T01:05:17,77b4b9e4-e4ce-416b-bc9a-92ad06b350fe,False
2ffab595-1b47-4c55-8845-d0b39feb6515,Fleming-Waters,Partner,Finance,44961139,4064,36478 Joe Inlet Apt. 091,Briannamouth,Delaware,79167,Equatorial Guinea,2995977624,https://stevens.com/,2025-08-20T07:42:51,2025-09-15T19:30:28,b714b32b-b682-4077-9533-6d8afeff64e8,False
b4f63f7c-5a0c-4184-b79a-643d8d7c4ee3,"Combs, Hickman and Richmond",Customer,Retail,40886841,8853,134 Young Plain,Austinmouth,Wisconsin,06169,San Marino,001-988-980-6769x2568,http://hayes.info/,2023-06-21T08:59:02,2025-07-19T23:28:04,a8f76279-5cb5-498f-8f79-06450a0deb58,False
6cb4fcb2-7a87-4802-b4a2-95c128bad07e,"Park, Lucas and Hunter",Partner,Retail,5037108,7659,852 Martin Branch Suite 167,Greenhaven,West Virginia,71398,Jamaica,(566)998-6935x366,http://summers-carter.net/,2022-07-17T20:12:36,2022-10-08T15:27:11,c80eac85-eeb1-4760-9485-ded2a7de6d87,False
cd472bef-e185-4c94-bbb9-c5b209de871f,Torres-Carlson,Partner,Retail,34174678,5047,901 Howard Trail,Kruegerberg,Connecticut,64389,Aruba,382.538.5890x36166,http://www.schultz-smith.com/,2025-08-02T18:43:10,2025-09-12T11:54:40,21c6fb70-eb3c-46f8-82dd-a9f0654f61cc,False
e4583220-beb3-4155-a50b-35f7836b2da7,Ellis Inc,Prospect,Finance,23376197,6703,5682 Howard Way Suite 299,Wilkinsshire,California,52348,United States Minor Outlying Islands,+1-510-765-8911x47087,http://williams-caldwell.com/,2025-07-24T08:40:53,2025-11-06T01:15:09,8f8e15c1-0b8b-499c-a3ef-c97a6fdce02a,False
257644d0-1202-4e82-87a1-856d72fc28b3,Watts-Flores,Partner,Healthcare,36745549,4180,13622 Johnson Extension,East Victoria,West Virginia,45757,Uzbekistan,(369)424-3976x0880,https://www.robinson.com/,2022-08-18T17:30:28,2024-03-25T23:44:20,06509cf3-515b-49f7-bc8d-60d9253f3f47,False
e29b90f0-7c67-4ba3-bc3d-072c6c910a31,"Coleman, Adams and Montgomery",Competitor,Healthcare,25396276,5646,6833 James Drive,Wilsonborough,Connecticut,39547,Indonesia,(637)905-6613,https://gonzales.com/,2023-06-03T22:35:40,2024-02-14T16:34:14,bce93d3b-1da4-4898-8bca-84a5a0788629,False
e0d8f377-8f33-48e1-a814-0f90d2f60f48,"Martinez, Anderson and May",Partner,Retail,16074010,3598,11799 Gray Ports,Michellestad,Nebraska,38801,Solomon Islands,956-892-7463,https://www.mclaughlin-wilson.com/,2025-06-29T02:04:01,2025-10-24T07:42:35,5bb004d4-1b0e-4984-8ed8-a178687a412e,False
aa3e7295-1dfa-4fc7-8bbe-b516e0af09e9,Garcia PLC,Partner,Retail,17249359,9759,0895 Rice View,Ginaview,Arizona,02506,Switzerland,+1-256-336-6436,http://brown.com/,2022-05-12T07:14:41,2025-08-11T05:09:59,c0ed09cf-9ad5-4fb7-8561-3fffd8dbdd8b,False
e3673b2e-5ca6-4bd3-b2d6-032550e308c1,"Willis, Collins and Francis",Customer,Technology,29997378,4283,06476 Andres Landing,Duffybury,South Carolina,33520,Portugal,(994)510-8247,https://www.turner-garrett.com/,2024-08-31T03:31:06,2025-02-10T07:06:55,062f5634-a9df-4e0f-876c-563407f83da7,False
ed392b57-5dd0-4c21-be7f-1ec496c83a05,Solomon-Estes,Prospect,Manufacturing,2176850,9530,935 Richard Drive,South Cliffordtown,Tennessee,07261,Gabon,(501)642-7705x5080,https://powers-gibbs.info/,2024-01-30T06:42:57,2025-07-09T19:21:21,d2daa9d1-71c9-4a2d-a9c5-f18cbec4da4c,False
1b329d95-130c-411c-a20c-a24c9ef9652f,"Silva, Fletcher and Molina",Customer,Technology,1122930,7561,376 Booker Throughway,Bakerbury,Missouri,34624,Comoros,5774240990,http://smith-horton.com/,2023-10-16T16:00:28,2023-10-20T17:20:12,8a429ddb-6046-4dc1-9198-2178c83f78f1,False
4f8b93c5-448e-4932-afea-6cab8d36fb8c,Wilson-Norton,Prospect,Technology,7101552,1499,7308 Clark Loaf,New Brad,Illinois,74507,Angola,523.331.7937x26194,https://www.mayer-parker.com/,2024-04-12T00:10:48,2024-06-01T05:27:08,46a194d7-6b28-44f9-9277-1c71ddd6ab8a,False
97c9eb23-75de-4c77-a06e-8d98366f0d55,Brown PLC,Prospect,Retail,8895653,1630,017 Willis Green,New Lisa,California,60092,Bangladesh,522-264-6136x159,http://wells-olson.com/,2023-09-13T21:01:01,2025-10-01T13:38:44,242b4995-1dd9-4d78-a548-4fcb93ad1808,False
18dac154-d4e9-44be-9267-2bc81cf0d821,Wang-Cook,Customer,Technology,12264744,6440,2017 Dennis Lane,Port Charlene,Connecticut,19510,Andorra,+1-970-876-2085x3590,https://ramirez-brady.com/,2022-03-13T20:48:48,2024-06-26T04:04:28,689f5de0-4c13-4fbb-a971-77e2a7abec91,False
121a6809-ef62-4cf8-a3cb-c1f8f2fa2373,"Foster, Smith and Larson",Customer,Manufacturing,20948282,8674,74642 Kelsey River Apt. 171,Donnashire,Oregon,56371,Hungary,(627)391-1216,https://white-hill.org/,2025-02-17T06:31:47,2025-04-25T12:29:03,9d729dfd-f99a-4c16-87ad-68b419e19855,False
54621769-e632-4e45-b1f8-5c7255b29849,Short PLC,Prospect,Manufacturing,36567680,4145,9551 Allen Brook,South Michellechester,Alabama,22171,Kenya,(465)267-0961x98760,http://ibarra.net/,2022-10-20T13:07:30,2023-12-04T06:16:03,2413472d-e110-4443-a647-c1a43e4da444,False
fecbb480-6603-494f-8f79-e1e869caf875,Wilson Group,Partner,Healthcare,24100252,56,6052 Blanchard Meadows Suite 497,New Tim,New Mexico,50559,Saint Helena,543.859.8219x894,https://cameron-cabrera.com/,2024-10-30T12:10:45,2025-09-23T20:11:25,e9cb3bd1-db9f-4520-b7f8-cbb28092a20e,False
391ed395-034d-472a-bd5c-4a94675b38f3,Lee Inc,Partner,Technology,31855353,5715,553 John Islands Suite 639,Bellside,West Virginia,56426,Luxembourg,+1-866-487-7480x74400,https://smith.com/,2022-07-18T22:10:43,2025-12-18T12:43:23,9a9e1486-77ff-4891-9fb2-23b90e9e9aae,False
6278d747-7192-4972-8bbe-cc96327f5145,"Lopez, Castro and Rodgers",Competitor,Manufacturing,21252293,6037,673 Barbara Cliffs,North Randallborough,Florida,33749,Saint Vincent and the Grenadines,808.252.4707x136,https://thompson-anderson.info/,2023-06-28T17:10:41,2025-06-10T19:18:17,66987b93-222f-4768-9ae9-63c41c9174c1,False
ff3e2367-ba11-496e-b68a-b49e72eb5158,Pearson and Sons,Competitor,Technology,40640874,7325,7981 Chase Wall,Lake Stephaniefurt,North Carolina,11215,Guernsey,+1-561-375-9784,https://cooke.com/,2025-05-11T14:32:34,2025-05-28T18:56:26,383090c3-06ba-4037-9db1-c533ef8b397c,False
f9b63bfa-aa26-401c-9a61-4d64f1af7f7f,"Cherry, Hall and Santiago",Competitor,Retail,19695441,1430,884 Susan Brooks Apt. 143,Howardshire,Oregon,45679,Cambodia,001-763-442-8157x033,https://www.hanson-wagner.com/,2025-07-04T12:32:08,2025-09-19T02:38:56,c7fd1049-b228-41f2-b2a9-0a5e55965767,False
ccc932a8-d0cf-4493-a0f8-82a603b4fdb9,Blanchard-Garcia,Prospect,Healthcare,9223688,8745,79736 Paige Drives Suite 417,Michaelmouth,Massachusetts,64701,Cambodia,(240)735-3127,https://strickland.com/,2023-12-06T06:34:38,2025-07-27T06:59:16,ae888766-f0c1-4419-8c99-75a14bc8fbff,False
2a09414b-19a5-450c-bc5b-8f8abe50564a,Lawrence Inc,Partner,Finance,34636207,2728,18325 Kline Junctions Apt. 190,West Saramouth,Montana,64796,Papua New Guinea,+1-333-743-3186x84195,https://www.vasquez-dickerson.net/,2022-04-11T14:01:31,2025-03-18T06:53:34,59c99be8-ef2e-4b7e-8f81-3ffc1849c6ef,False
